index,Unnamed: 0,Datetime,Tweet Id,Text,Username,Verified Status,Follower Count,Location,Reply Counts,Retweet Counts,Like Count,Media,Keyword,Year
877678,7996,2021-05-07 07:30:07+00:00,1390569619182788608,Congratulations to sister company   for securing funding for an industry-first initiative to ensure new infrastructure projects remain carbonneutral throughout their entire life span. Find out more here:   utilities innovation engineering,Alpheus_UK,False,361.0,"Huntingdon, England",0.0,1.0,1.0,,carbonneutral,2021
1452,1452,2018-01-15 23:30:33+00:00,953046778420645888,How can businesses be sustainable while still making money?      ,YourAAT,True,31116.0,United Kingdom,0.0,1.0,1.0,"[Photo(previewUrl='https://pbs.twimg.com/media/DTnm_f_WkAAwxWg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DTnm_f_WkAAwxWg?format=jpg&name=large')]",sustainable,2018
636439,30329,2021-10-31 23:39:45+00:00,1454956288660627457,What are we doing?! We must be conscious and make whatever we can to change ClimateAction ClimateEmergency ClimateCrisis    ,RGellweiler,False,43.0,"Lisbon, Portugal ",0.0,0.0,0.0,,ClimateCrisis,2021
229880,27973,2019-10-07 23:22:41+00:00,1181349155442085889,CanadaDebates2019 that woman from galgary should have asked may about global warming and the two early winter snowstorms in the west,coolcancash,False,2641.0,,0.0,0.0,0.0,,globalwarming,2019
281085,6077,2021-03-02 22:58:27+00:00,1366885645222699008,end global warming if you love me  ,warishhaa,False,604.0,your mom’s,0.0,0.0,5.0,,globalwarming,2021
833691,5068,2018-10-15 18:27:02+00:00,1051902284139876352,        And here's Hawaii's CarbonNeutral by 2045 law:  ,AlexisBadenMaye,False,2376.0,"Riverdale Park, MD",0.0,0.0,0.0,,carbonneutral,2018
163003,3496,2021-09-08 20:30:16+00:00,1435702045567225861,"  Emerging natgas technology is making more efficient and greener plastics, helping to reduce greenhousegas emissions.   ",Thinking_Energy,False,300.0,,0.0,0.0,0.0,,greenhousegas,2021
475085,26256,2020-09-19 22:57:37+00:00,1307453823083044864,"I would also include   in Mississippi, in 2018 that senate race ended 47 for Mike and just 53 for Cindy Hyde Smith who went on to say she wanted to be front row to a hanging. While state is being flash flooded and baptized by the confounding emerging climate emergency.  ",areck0001,False,17046.0,"Ashland, KY",0.0,0.0,0.0,,ClimateEmergency,2020
695410,16302,2019-06-13 23:59:49+00:00,1139321505047810051,"Ive been served this Twitter ad twice today and am deeply confused.  1. make what future??  Rising sea levels, increase in devastating hurricanes, more famine and war because of climate change. I guess thats how Shell is making the future????  2. Kaley Cuoco???? What even  ",realgoldteeth,False,538.0,NYC via MsFlorAla,1.0,0.0,2.0,,climatechange,2019
20323,20327,2018-07-23 23:45:59+00:00,1021541970550771713,Dept of Planning and Environment NSW   more than just procurement....service the community we serve...by using a tile we developed in Guided Buying.....(to execute) sustainable procurement in presentation with  ,galedb,False,504.0,"Palo Alto, CA",0.0,0.0,0.0,,sustainable,2018
747413,31805,2020-11-14 23:58:53+00:00,1327762961377554432,  Is it a clash of climate change policy or just a local member standing up for his constituents who people want to put out of a job with no solid plan ???,richardmissingh,False,59.0,australia,0.0,0.0,0.0,,climatechange,2020
555975,22905,2019-08-18 22:35:36+00:00,1163217910824951808,2019 has been a fantastic fucking year for music. The soundtrack to extinction is going to be A+++++ ClimateCrisis,WhaleTilikum,False,6607.0,NYC,0.0,0.0,0.0,,ClimateCrisis,2019
215890,13983,2019-05-20 23:18:12+00:00,1130613725692612613,  It's a ploy to spread false global warming propaganda that a storm formed 11 days before the actual season officially started. Same nonsense noaa always does to fit their narrative,capeislsweather,False,612.0,"Nantucket, MA",0.0,1.0,3.0,,globalwarming,2019
190306,24909,2018-09-06 22:32:03+00:00,1037830815382728704,"Drawdown has many powerful solutions to ending climate change.  Educating women may be an unexpected approach, but extremely impactful!      climatechange globalwarming familyplanning educatingwomen women empowerwomen bethechange",lynne_twist,False,6069.0,"San Francisco, CA",0.0,1.0,2.0,,globalwarming,2018
361367,11198,2021-10-02 12:53:34+00:00,1444284423894179841,Mt Rainier (World Storms 5)    Grey Cross Studios art climatechange climatechangeisreal climateaction ClimateChangeart extremeweather climatechangeaction dystopia  ,GreyCrossStudio,False,16176.0,"New Orleans, Louisiana",0.0,0.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/FAshBE-X0AYBs-H?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FAshBE-X0AYBs-H?format=jpg&name=large')]",extremeweather,2021
560160,27090,2019-09-29 22:40:00+00:00,1178439311659683841,And ClimateCrisis  ,Ursalette,False,14238.0,It's not on any map,2.0,1.0,4.0,,ClimateCrisis,2019
188906,23509,2018-08-23 22:43:29+00:00,1032760265459347456,"not to be a local but why is no one talking about this, global warming is literally happening NOW, earlier than scientists even predicted. you cant make this shit up. were goingend of the world  ",ji___imin,False,1452.0,,0.0,0.0,5.0,,globalwarming,2018
771233,19025,2021-07-10 23:57:19+00:00,1414010878026989573,Opinion: Climate change is about greed. Its time for big oil to pay us back  ,gobnewsportal,False,215.0,"Reading, England",0.0,0.0,0.0,,climatechange,2021
297479,22471,2021-08-13 23:22:02+00:00,1426323187466440711,OMG. Global warming and wildfire now linked to COVID ENOUGH ALREADY WITH THE FEAR-MONGERING  Wildfire smoke linked to higher COVID-19 death rates - National Geographic  ,RealAKing,False,15.0,,0.0,0.0,0.0,,globalwarming,2021
481257,32428,2020-11-20 22:54:24+00:00,1329921060188274689,"Build Back Better addresses ClimateEmergency whereas Snapback to Normal guarantees Australia simply follows, reluctantly the growing global normal.  The LNP IPA are followers - not leaders.  Australia has NO PLAN to address ClimateChange   ",Gekko_au,False,1793.0,"Melbourne, AU",0.0,13.0,11.0,,ClimateEmergency,2020
816663,4312,2021-04-25 12:12:56+00:00,1386292139710107648,"'The  should abandon the ECT, there is no rationale behind it, says Wijnand Stoefs, from   in   followup on the brilliant research by   | ddj climatechange   CarbonEmissions  ",VoxEurop,True,22067.0,Europe,0.0,0.0,0.0,,carbonemissions,2021
626124,20014,2021-07-20 23:54:01+00:00,1417633927813074945,Bravo water protectors! StopLine3 HonorTheTreaties KeepItIntheGround Tarsands           how will future generations see your refusal to stop this climate change accelerating Tarsands pipeline? ClimateCrisis Climate  ,KarlMarxProfe,False,211.0,,0.0,0.0,0.0,,ClimateCrisis,2021
271718,33310,2020-11-29 23:49:39+00:00,1333196457529266177,"Yes, it's here! The way to end starvation, mitigate global warming and the squandering of precious resources! And best of all, feed the planet, without animal sacrifice, suffering or slaughter!  Meet the startup that makes milkwithout cows!   via  ",penzelda,False,236.0,New York,0.0,0.0,1.0,,globalwarming,2020
275902,894,2021-01-09 22:49:18+00:00,1348039171751833600,"About that whole using global warming to enslave humanity thing, I think we'll be okay if we genetically engineer a huge hero!",ahetaliabot,False,2897.0,All Around The World,0.0,0.0,3.0,,globalwarming,2021
293557,18549,2021-07-05 23:24:08+00:00,1412190591597744157,            So what? Global warming is getting worse. It means extinction.,Bron1954,False,5519.0,"Victoria, Australia",1.0,0.0,1.0,,globalwarming,2021
407346,6971,2018-11-04 19:13:35+00:00,1059161757598412800,"  Newsflash USA: 3rd San Francisco Bay Area City Council declares ""Climate Emergency"" More nfo and vid here ...   ",strewth,False,31.0,,0.0,0.0,0.0,,ClimateEmergency,2018
687306,8198,2019-03-23 23:43:56+00:00,1109601704478040064,"Since climate change is caused by increasing CO2 emissions and since levying a cost on carbon reduces the use of carbon, should a carbon tax be eliminated?  Has a carbon tax adversely affected your way of life?  It hasn't mine.  ",kenmoorealberta,False,423.0,Stirling,0.0,0.0,0.0,,climatechange,2019
371753,2235,2019-05-27 23:24:49+00:00,1133152106356117505,"Mr. Happer and Mr. Bolton are both beneficiaries of Robert and Rebekah Mercer, the far-right billionaire and his daughter who have funded efforts to debunk climate science. The Mercers gave money to a super PAC affiliated with Mr. Bolton. ClimateScience  ",equalandallied1,False,4367.0,,1.0,3.0,4.0,,climatescience,2019
730018,14410,2020-05-24 23:57:07+00:00,1264707028276084738,"  I would like to see the forensics that conclusively establish man made ""climate change"" as the cause of death.",JanTamarka,False,236.0,Unvaxxed Utopia,0.0,0.0,1.0,,climatechange,2020
658751,16147,2018-06-11 23:48:33+00:00,1006322325527187456,Pacific Island countries affected by the impact of climatechange causing mass migration FBC News   SIDS  ,plazasonia,False,1927.0,"Torcy, France",0.0,1.0,3.0,,climatechange,2018
43732,7234,2019-03-14 23:48:30+00:00,1106341363694497792,"PDX! Join us on 3/19 for a screening of ""Sustainable"", a must-see doc! Stick around after the film for a discussion about work in OR to support sustainable farming practices and how YOU can get involved. Facebook event &gt;&gt;      ",CFSTrueFood,False,46277.0,DC | CA | OR | HI,1.0,1.0,2.0,"[Photo(previewUrl='https://pbs.twimg.com/media/D1qDVjwU0AEiCvh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D1qDVjwU0AEiCvh?format=jpg&name=large')]",sustainable,2019
662975,20371,2018-07-23 23:48:20+00:00,1021542560576167936,      Don't get all science-y on them.  Next you'll have to try and explain climate change.,paleblueeyes24,False,4673.0,"Yolo County, CA",0.0,0.0,0.0,,climatechange,2018
204231,2322,2019-01-24 23:50:43+00:00,1088584917598973952,"  That reminds me of the time when Obama went to South Africa and told the locals that, to do their part for global warming, they shouldn't use air conditioning, or the planet might boil over.   ",scotyb13,False,102.0,Australia,0.0,0.0,0.0,,globalwarming,2019
449799,970,2020-01-10 23:40:52+00:00,1215780577695039488,Australia terus terbakar. Fenomena apakah ini? Doakanlah yang terbaik untuk kemanusiaan dan bumi kita.  ClimateEmergency ClimateCrisis DaruratIklim KrisisIklim PemanasanGlobal AustraliaFires GlobalWarming  ,JafniZainal,False,3799.0,Malaysia,0.0,1.0,3.0,"[Photo(previewUrl='https://pbs.twimg.com/media/EN9R_TDUcAA9EyJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EN9R_TDUcAA9EyJ?format=jpg&name=large')]",ClimateEmergency,2020
232292,30385,2019-10-31 23:23:54+00:00,1190046771235426305,Global warming really fw this Halloween,J_Gray57,False,528.0,,0.0,0.0,0.0,,globalwarming,2019
464552,15723,2020-06-06 21:26:04+00:00,1269380057618944006,The real mentality of money: to bet for loser option gives more profit   ClimateEmergency ClimateChange  Scott Morrison strikes $2bn deal with NSW to boost gas supply    ,rpujolvives,False,1448.0,Catalunya,0.0,0.0,0.0,,ClimateEmergency,2020
73335,337,2020-01-04 23:38:38+00:00,1213605690146607105,"  Canada commands NATO Mission Iraq, a non-combat, advisory and training mission designed to help build more effective and sustainable Iraqi defence and security institutions. We weren't told and Trump's assassination put our 500 troops in Iraq in jeopardy.   ",bogeywheels,False,1233.0,,1.0,1.0,1.0,,sustainable,2020
453127,4298,2020-02-12 22:57:47+00:00,1227728535973810176,"Trudeau and the UNs Climate Emergency crap started this  Brenda Lucki through the PMO has told the   to stand down  Trudeau says he wont intervene  Why? Because he wants chaos in the streets, they want Canadians divided  Careful what you wish for",nimmity_anna,False,2730.0,,0.0,6.0,9.0,,ClimateEmergency,2020
206288,4379,2019-02-13 23:36:22+00:00,1095829063313195008,Frozen 2: Global Warming  ,ItsBucio,False,192.0,"Los Angeles, CA",0.0,1.0,6.0,,globalwarming,2019
249738,11330,2020-04-23 23:44:19+00:00,1253469785062547456,"  Trump's latest volley against Fauci, Redfield, and viruologist Bright, CDC, WHO, and HHS is just part of his attack on SCIENCE. EPA and NOAA have been muzzled against using ""climate change"" or ""global warming"" in their reports. NOAA weather map is Sharpie ""edited"".",oscarmikegolf1,False,252.0,,0.0,0.0,0.0,,globalwarming,2020
555036,21966,2019-08-09 23:25:27+00:00,1159968965893844992,"If we want to prevent both climate and ecological catastrophes, the key task is to minimise the amount of land we use to feed ourselves, while changing the way the remaining land is farmed.  George Monbiot   landuse plantbased climatecrisis",deirdrekent,False,2587.0,New Zealand,0.0,1.0,1.0,,ClimateCrisis,2019
649860,7253,2018-03-14 23:46:41+00:00,974069335030489088,  account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,kraigkelly,False,295.0,,0.0,0.0,0.0,,climatechange,2018
161857,2350,2021-06-18 09:15:42+00:00,1405816479652646914,"How do you turn pigmanure into a valuable resource?  Innovative, research-focused agricultural SME focused on tackling greenhousegas emissions and contributing to a circular economy.      Learn more now:  ",Sci_Ani,False,5332.0,"South West, England",1.0,16.0,349.0,,greenhousegas,2021
614961,8851,2021-03-30 22:45:00+00:00,1377029117359575042,"Japanese cherry trees are part of the global ClimateCrisis hoax. They're blooming the earliest they have in over a millennium, just to make the GOP and QAnon look bad.  ",RedBison,False,4850.0,Unceded Tallgrass Prairie 🇺🇸,0.0,0.0,1.0,,ClimateCrisis,2021
577343,7833,2020-03-19 22:13:24+00:00,1240763328097423360,"""Climatechange is no longer some far-off problem; it is happening here, it is happening now"" --- Barack Obama on climate change. climatecrisis be taken seriously, its a global healthcrisis           ",AicSangam,False,807.0,"Gurgaon, India",0.0,2.0,2.0,"[Photo(previewUrl='https://pbs.twimg.com/media/ETgTqsWUwAA8mC4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ETgTqsWUwAA8mC4?format=jpg&name=large')]",ClimateCrisis,2020
338936,199,2020-01-09 09:02:14+00:00,1215197073743785984,Puerto Rico counts cost of worst earthquake in a century  in pictures  PuertoRico   Earthquake   InPictures   CountingTheCost   ExtremeWeather   photography   Photos   ,ElmerPalaceSE25,False,2441.0,"Brighton, England",0.0,0.0,0.0,,extremeweather,2020
149970,186,2019-01-20 16:20:52+00:00,1087022154716233728,"We're in the midst of massive environmental/human change.  We desperately need smart, ethical leadership. Proud of Gov. Wolf's Executive Order requiring 26% reduction in greenhousegas in Pennsylvania by 2025. climatechange climateaction  ",deborahklenotic,False,221.0,,0.0,0.0,0.0,,greenhousegas,2019
456579,7750,2020-03-18 22:47:46+00:00,1240409588912001024,Ill believe theres a climate emergency when two jags doesnt have two jags and this guy buys his wife a Twingo.  ,DavidJOToole,False,333.0,"Newcastle Upon Tyne, England",0.0,1.0,2.0,,ClimateEmergency,2020
788467,36259,2021-12-29 23:51:44+00:00,1476340188045398021,  He wrote the first climate change bill ..just wanted to put it out there.  ,MarvelDuchess,False,751.0,"NeverBernie,Obamaforever ❤️HRC",0.0,4.0,27.0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FH0Dks8UUAAzfHQ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FH0Dks8UUAAzfHQ.mp4', bitrate=0)])]",climatechange,2021
769438,17230,2021-06-22 23:55:12+00:00,1407487364251914241,"  Based on our stances with climate change, COVID and the RWs posturing over the election I would say the appropriate Kubler-Ross response is DENIAL.",regularjoe65,False,218.0,,0.0,0.0,0.0,,climatechange,2021
754037,1829,2021-01-19 23:53:50+00:00,1351679290585313281,"  Stop telling us that historic income inequality, rampant climate change, and unreformable maniac police are ""normal"" from any perspective other than an exclusively American one",JohnTeufelNYC,False,1517.0,"Queens, NY",0.0,0.0,0.0,,climatechange,2021
570566,1056,2020-01-11 23:27:51+00:00,1216139688152649730,These kids are wonderful. So sad that they have to try and convince adults to act responsibly. I challenge everyone who listens to this to contribute to a healthier future for all children environment grassrootsclimate ClimateStrike ClimateCrisis PriceOnPollution  ,catslib,False,543.0,,0.0,1.0,2.0,,ClimateCrisis,2020
43273,6775,2019-03-09 23:29:33+00:00,1104524654348103680,"                                          One thing it definitely *isn't* doing is looking at developing energy-sustainable lifestyle, or any kind of sustainable lifestyle, or any lifestype that isn't based on more consuming, throwing away and being divorced from the requirements of reality...",FalteringlyOn,False,1617.0,,0.0,0.0,1.0,,sustainable,2019
603372,33862,2020-12-04 21:29:02+00:00,1334973010084761600,A novice climate denier shared some cartoons - I requested his sources and his degrees (his bio said he was a sc.)... which he repeatedly refused to provide... then he insisted NASA used corrupt data... after being called out... poof he was gone.  ClimateChange ClimateCrisis  ,GeraldKutney,False,68048.0,"Ottawa, Ontario",7.0,4.0,39.0,"[Photo(previewUrl='https://pbs.twimg.com/media/EobGZpJXEAAvI2y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EobGZpJXEAAvI2y?format=jpg&name=large')]",ClimateCrisis,2020
403864,3489,2018-08-19 23:33:21+00:00,1031323261328478208,Climate Code Red: Take unprecedented action or bear the consequences...   ClimateEmergency ActOnClimateNow auspol,PeterDGardner,False,5330.0,Bairnsdale East Gippsland,0.0,1.0,5.0,,ClimateEmergency,2018
592239,22729,2020-08-15 22:36:45+00:00,1294764996073848832,ClimateCrisis  ,polly_galway,False,897.0,"Galway, Ireland",0.0,0.0,0.0,,ClimateCrisis,2020
337115,12135,2019-11-09 14:59:06+00:00,1193181224740818944,Toronto's current temperature of -1.1°C is 4.5°C below the average low of 3.4°C for this date! extremeweather torontoweather,XWeatherTO,False,264.0,"Toronto, Ontario",0.0,0.0,0.0,,extremeweather,2019
343882,5145,2020-07-13 04:48:56+00:00,1282537472887586816,The Katrina Portraits - Sunrise Over the City of the Dead    art climatechange climatechangeisreal climateaction ClimateChangeart extremeweather climatechangeaction dystopia hurricanes NewOrleans  ,GreyCrossStudio,False,16176.0,"New Orleans, Louisiana",1.0,0.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/Ecx8b0cXYAAdHXK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ecx8b0cXYAAdHXK?format=jpg&name=large')]",extremeweather,2020
640354,34244,2021-12-09 23:00:04+00:00,1469079426101133319,"The climatecrisis is one of Israel's top priorities, according to Minister of Environmental Protection    ",PlantBasedNews,True,128727.0,"London, England",1.0,1.0,8.0,,ClimateCrisis,2021
801049,7481,2019-11-27 10:40:15+00:00,1199639061218123776,Afforestation is an essential tool in decreasing our carbonemissions.  Some great messages from Emily Shuckburgh. Also some interesting geoengineering possibilities. SagesClimate19  ,celestethelion,False,538.0,,0.0,1.0,3.0,"[Photo(previewUrl='https://pbs.twimg.com/media/EKX5XQoX0AAIk51?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EKX5XQoX0AAIk51?format=jpg&name=large')]",carbonemissions,2019
725073,9465,2020-04-04 23:46:55+00:00,1246585070678310918,EarthApp Show us the Earth after the Climate Change  Fubiz Media   see more  ,OscarTonnina,False,555.0,Milano / Latina,0.0,0.0,1.0,,climatechange,2020
718425,2817,2020-01-29 23:58:01+00:00,1222670262157504512,"ICYMI. Starting this coming proxy season, SSGA will take appropriate voting action against board members at big US, UK, Australian, Japanese, German and French companies that are laggards. auspol ausbiz BushFireCrisisAustralia ClimateChange  ",vjmahon,False,1430.0,"Aireys Inlet, Australia",0.0,0.0,0.0,,climatechange,2020
87073,14075,2020-05-20 23:32:30+00:00,1263251280799109120,"Support workers and small, green businesses: shop from   's 25 sustainable alternatives to Amazon! protectamazonworkers  ",SueVelez19,False,66.0,,0.0,0.0,0.0,,sustainable,2020
125238,15640,2021-06-06 23:39:38+00:00,1401685243048828930, sustainable   sustainability  ,katakana__bot,False,71.0,,0.0,0.0,0.0,,sustainable,2021
822564,10213,2021-09-01 11:44:28+00:00,1433033008169242629,agritech sustainability innovation fertilizer impactinvesting sustainabledevelopment esginvesting agriculture FAO carbonemissions environmentprotection sustainableinvesting foodsafety regenerativeagriculture,verdeagritech,False,956.0,"Belo Horizonte, Brazil",0.0,0.0,1.0,,carbonemissions,2021
809318,7298,2020-09-17 08:00:13+00:00,1306503209658331136,A new report presents the top ten countries with the highest proportion of renewableenergy.   decarbonisation energytransition energydemand carbonemissions solarenergy windenergy climateaction climatechange,SmartEnergyTV,False,6695.0,,0.0,3.0,0.0,,carbonemissions,2020
740545,24937,2020-09-06 23:55:00+00:00,1302757222103957505,"    You say that  the   climate change chart from the 1800s to present time is false information? NASA? seriously? you want to defame me you want to put me down but now you're going to go after NASA, good luck you dummy. Can't fix stupid",MagtathMaggie,False,1366.0,"Tucson, Arizona",1.0,0.0,0.0,,climatechange,2020
578179,8669,2020-03-27 21:59:00+00:00,1243658806686388229,We're not anywhere near limiting the climate to 1.5C.      Director of the International Centre for Climate Change and Development      shares his thoughts on what we need to do.  ActOnClimate ClimateCrisis KeepItInTheGround SciComm  ,PaulEDawson,False,71399.0,"Glasgow, Scotland",1.0,13.0,19.0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1231584002081017856/pu/img/pn0PTnlNOxAY6ZW5.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1231584002081017856/pu/vid/720x720/1FZlGuPkmCyF5bh5.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1231584002081017856/pu/pl/7Akys4vERlXaCa9-.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1231584002081017856/pu/vid/320x320/brvJy-7fQPVBIacf.mp4?tag=10', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1231584002081017856/pu/vid/480x480/8pQ8hQGOimQjrQv1.mp4?tag=10', bitrate=832000)], duration=65.44, views=9068)]",ClimateCrisis,2020
7957,7959,2018-03-21 23:34:55+00:00,976603090613829632,We have got to switch our resources to sustainable ones ASAP. I believe   can do that for Ohio. OHGov Kucinich4Ohio KucinichAndSamples  Kucinich4ThePeople   ,AshleyBC137,False,4196.0,"Ohio, USA",1.0,1.0,3.0,,sustainable,2018
451145,2316,2020-01-24 23:48:52+00:00,1220856020802719744,  It's not just about waiting until the next election to vote. There's not enough time for that. We all need to change our ways Stop driving gas guzzlers Get our electricity from renewables Stop eating meat Stop flying Buy local and demand change! ActOnClimate ClimateEmergency,timperceval,False,2475.0,,1.0,0.0,0.0,,ClimateEmergency,2020
858981,8575,2020-06-16 21:15:33+00:00,1273001291455873029,  Are u ok??,kassinailliaa,False,466.0,"SeaTac, WA",0.0,0.0,0.0,,carbonneutral,2020
836504,1044,2019-02-02 16:40:13+00:00,1091738068187598848,...considera que su generación es la primera que sufre el impacto devastador del cambio climático y la última que puede revertirlo. Cambioclimatico ClimateChange CarbonoNeutro CarbonNeutral  ,100CoNeutral,False,212.0,"Escazu, San Jose, Costa Rica",0.0,0.0,0.0,,carbonneutral,2019
595897,26387,2020-09-20 21:37:29+00:00,1307796046601506816,Meet the Canadian farmers fighting climate change:  animallovers treelovers ClimateCrisis   ,OKaMustMan,False,2284.0,,0.0,0.0,0.0,,ClimateCrisis,2020
738576,22968,2020-08-17 23:45:48+00:00,1295507151511748608,"          Chanting that to conjure up some power from your secular human, climate change religion wont work. Trump will easily defeat Sleepy Joe and Fake Kamala",jnagel44254,False,86.0,,1.0,0.0,0.0,,climatechange,2020
181740,16343,2018-06-13 23:44:34+00:00,1007046097271971840,"The end of civilization will not be caused Trump, nuclear war, global warming, or zombies (ok maybe zombies),  The cause of the end will be sexbots.and maybe zombies",JarOfComics,False,4169.0,"Chicago, IL",1.0,0.0,3.0,,globalwarming,2018
73935,937,2020-01-10 23:45:31+00:00,1215781747029229569,My office met with MLA Andrew Smith and the Island Lakes Residents Group to discuss a Building Sustainable Communities Grant application for a pathway to Sage Creek through Island Lakes Working behind the scenes to make sure St Boniface priorities are top of mind at City Hall,mathieuallard,False,4747.0,Winnipeg,1.0,0.0,4.0,,sustainable,2020
379944,3808,2020-09-19 22:10:33+00:00,1307441980847386624,Social tipping points are the only hope for the climate   RuthBaderGinsburgRIP SCOTUS ParisAccord carbonneutral CO2  Annndddd off the edge we og ClimateScience GlobalWarming CaliforniaHeatWave ClimateEmergency ClimateCrisis AmazonRainForest,FrequentTweets,False,2642.0,"Georgia, USA",0.0,1.0,1.0,,climatescience,2020
714810,35702,2019-12-24 23:59:26+00:00,1209624656837300225,"    This here is a map that they under Agenda 21 (substainable development plan to bring about for the US other nations will have it similar) your freedoms will be restricted under this climate change hoax,  ",i_zvonko,False,345.0,Not from this planet,1.0,0.0,0.0,"[Photo(previewUrl='https://pbs.twimg.com/media/EMlzNjYXkAIaDPy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMlzNjYXkAIaDPy?format=jpg&name=large')]",climatechange,2019
56660,20162,2019-07-21 23:19:31+00:00,1153082105280135168,Synthetic biology for sustainable cities synbio  ,ScienceMarchSD,False,1331.0,"San Diego, CA",0.0,0.0,1.0,,sustainable,2019
386792,638,2018-05-19 03:30:06+00:00,997680769232461831,"Don't forget the ""to fight climate change, don't have children"" solution, that was a good one ClimateScam.         GOP Rep Challenges Warming Solutions | Climate Dispatch  ",AndyPhalanx30,False,2056.0,,0.0,0.0,0.0,,ClimateScam,2018
57753,21255,2019-08-01 23:33:53+00:00,1157071987719593986,"    When there are no more cattle or factory farms, I do believe you will change your mind. Meat is not sustainable. People are too greedy.",barbitouron,False,20.0,"Portland, OR",1.0,0.0,2.0,,sustainable,2019
847909,12449,2019-11-14 13:34:00+00:00,1194971745427640321,Very excited that   is laying the groundwork for our carbonneutral goal of 2030 with a pilot geothermal system and using that work as a geology and Engineering teaching opportunity. cleanenergy rocknerd  ,AlexRBarron,False,667.0,,0.0,0.0,12.0,,carbonneutral,2019
156627,1802,2020-06-01 15:30:03+00:00,1267478522379096064,The   announced a climate action agenda worth about $11 billion which features a 38 per cent reduction of GreenhouseGas emissions by 2030.   Director General   has more on this  ,cnbcafrica,True,273352.0,Africa,0.0,1.0,4.0,,greenhousegas,2020
404461,4086,2018-09-11 06:29:49+00:00,1039400601224765440,Ideas for working ClimateEmergency within and with Councils and organisations. forest safe procurement Project Drawdown- talking threats more widely as well as solution sector zero waste and biochar doc toolbox/motions (CACE) donations local solutions pathways  ,LiteFootPrints,False,2769.0,"Melbourne, Victoria",0.0,1.0,2.0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1039400498325942272/pu/img/CIUKD-6siwHxURgf.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1039400498325942272/pu/vid/320x180/TnC7ydzhAxlqIsHr.mp4?tag=5', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1039400498325942272/pu/pl/w91FcHJ9UJoViPHl.m3u8?tag=5', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1039400498325942272/pu/vid/1280x720/dTCx_EBF2c7Setpx.mp4?tag=5', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1039400498325942272/pu/vid/640x360/q0jw2wovMwNMPDJG.mp4?tag=5', bitrate=832000)], duration=45.0, views=22)]",ClimateEmergency,2018
476768,27939,2020-10-06 23:10:29+00:00,1313617654716874752,  auspol ClimateEmergency,LordKlawd,False,18.0,,0.0,0.0,0.0,,ClimateEmergency,2020
72867,36369,2019-12-30 23:24:58+00:00,1211790309295738880,"  Or, even more sustainable, learn from other peoples mistakes",steviethewander,False,234.0,"Toronto, Ontario",0.0,0.0,0.0,,sustainable,2019
372956,3438,2019-07-22 19:10:08+00:00,1153381731669557249,"Nominations open for 2019 Awards and Prizes: Climate Science Communication Award awarded annually in recognition of outstanding scientific contributions to ClimateScience, including proactive outreach activities. Deadline 20 Oct   climatecomms",RMetS,False,14910.0,"Reading, UK",0.0,3.0,3.0,,climatescience,2019
720594,4986,2020-02-19 23:51:32+00:00,1230278775998484480,Kudos to    and   for working to create recyclable and reusable cups. ClimateChange    ,andreaedurkin,False,1912.0,NH,0.0,0.0,1.0,,climatechange,2020
203788,1879,2019-01-19 23:02:01+00:00,1086760719750651904,I checked the weather on my phone and it said unhealthy air quality LMFAOOOO even Siri believes in global warming,mariakarime_,False,1138.0,"Texas, USA",0.0,1.0,7.0,,globalwarming,2019
